42786	0.85145
42783	0.8572
42782	0.8511
42781	0.84998
42780	0.85098
42779	0.8489
42776	0.8529
42775	0.8509
42774	0.85315
42773	0.8633
42772	0.8595
42769	0.86013
42768	0.86068
42767	0.85418
42766	0.86105
42765	0.84935
42762	0.8517
42761	0.85143
42760	0.85323
42759	0.8635
42758	0.86148
42755	0.86595
42754	0.86555
42753	0.86833
42752	0.8679
42751	0.87808
42748	0.87548
42747	0.86843
42746	0.86725
42745	0.8694
42744	0.8666
42741	0.85648
42740	0.8544
42739	0.84945
42738	0.84565
42737	0.8514
42734	0.85618
42733	0.853
42732	0.85128
42731	0.853
42727	0.85278
42726	0.84645
42725	0.8424
42724	0.83978
42723	0.8414
42720	0.8389
42719	0.83598
42718	0.83963
42717	0.83488
42716	0.839
42713	0.83935
42712	0.84995
42711	0.85095
42710	0.8421
42709	0.84168
42706	0.84303
42705	0.84098
42704	0.8525
42703	0.84815
42702	0.85303
42699	0.85182
42698	0.848
42697	0.85393
42696	0.85423
42695	0.85725
42692	0.86218
42691	0.86055
42690	0.8611
42689	0.86638
42688	0.85985
42685	0.86133
42684	0.87785
42683	0.8903
42682	0.89088
42681	0.8904
42678	0.88808
42677	0.88658
42676	0.90063
42675	0.90173
42674	0.9005
42671	0.89905
42670	0.89158
42669	0.89465
42668	0.88998
42667	0.89015
42664	0.8932
42663	0.89568
42662	0.89338
42661	0.89565
42660	0.90485
42657	0.8991
42656	0.9043
42655	0.8999
42654	0.90233
42653	0.9007
42650	0.90353
42649	0.88323
42648	0.88155
42647	0.8754
42646	0.87318
42643	0.86103
42642	0.86138
42641	0.86208
42640	0.86413
42639	0.8709
42636	0.86435
42635	0.85925
42634	0.85693
42633	0.86213
42632	0.855
42629	0.85203
42628	0.85198
42627	0.85078
42626	0.84763
42625	0.84475
42622	0.84558
42621	0.8456
42620	0.83968
42619	0.83535
42618	0.83643
42615	0.8426
42614	0.8405
42613	0.84806
42612	0.8517
42611	0.85476
42608	0.8545
42607	0.8557
42606	0.8513
42605	0.85995
42604	0.8624
42601	0.86537
42600	0.86073
42599	0.8664
42598	0.8706
42597	0.86677
42594	0.8605
42593	0.86038
42592	0.85541
42591	0.85399
42590	0.84955
42587	0.8481
42586	0.84603
42585	0.8391
42584	0.8431
42583	0.8454
42580	0.844
42579	0.8422
42578	0.83875
42577	0.8371
42576	0.8367
42573	0.84108
42572	0.83595
42571	0.83605
42570	0.8395
42569	0.83372
42566	0.83275
42565	0.83311
42564	0.83398
42563	0.84275
42562	0.85097
42559	0.85243
42558	0.85085
42557	0.853
42556	0.84997
42555	0.83905
42552	0.8383
42551	0.8265
42550	0.8255
42549	0.8272
42548	0.834
42545	0.8075
42544	0.76595
42543	0.76793
42542	0.76755
42541	0.77375
42538	0.7877
42537	0.79033
42536	0.79158
42535	0.79478
42534	0.79515
42531	0.7848
42530	0.78438
42529	0.78048
42528	0.7788
42527	0.7872
42524	0.77285
42523	0.77335
42522	0.77358
42521	0.76185
42520	0.76125
42517	0.76245
42516	0.7597
42515	0.75925
42514	0.76513
42513	0.77443
42510	0.77008
42509	0.76585
42508	0.77485
42507	0.7815
42506	0.788
42503	0.78758
42502	0.78888
42501	0.78958
42500	0.7876
42499	0.78998
42496	0.7885
42495	0.7886
42494	0.79284
42493	0.79103
42492	0.78248
42489	0.78025
42488	0.77838
42487	0.77475
42486	0.77483
42485	0.7764
42482	0.78335
42481	0.78693
42480	0.791
42479	0.78975
42478	0.7978
42475	0.79575
42474	0.7956
42473	0.79388
42472	0.7984
42471	0.8006
42468	0.8073
42467	0.80728
42466	0.80808
42465	0.8016
42464	0.79738
42461	0.7989
42460	0.79155
42459	0.7858
42458	0.7845
42453	0.78938
42452	0.78985
42451	0.7879
42450	0.78303
42447	0.77855
42446	0.78218
42445	0.7873
42444	0.78358
42443	0.77428
42440	0.77595
42439	0.76728
42438	0.77135
42437	0.77608
42436	0.77438
42433	0.77483
42432	0.77435
42431	0.7741
42430	0.778
42429	0.7858
42426	0.78745
42425	0.7892
42424	0.78935
42423	0.77985
42422	0.78243
42419	0.77715
42418	0.77143
42417	0.77835
42416	0.7758
42415	0.772
42412	0.77735
42411	0.7874
42410	0.77328
42409	0.77945
42408	0.7724
42405	0.76975
42404	0.76595
42403	0.7533
42402	0.7586
42401	0.761
42398	0.7641
42397	0.76228
42396	0.75965
42395	0.76095
42394	0.7589
42391	0.75459
42390	0.77182
42389	0.77
42388	0.76473
42387	0.76263
42384	0.7615
42383	0.75703
42382	0.7502
42381	0.7508
42380	0.74705
42377	0.74519
42376	0.74545
42375	0.7344
42374	0.73235
42373	0.7381
42369	0.73395
42368	0.73799
42367	0.74005
42366	0.73535
42362	0.7342
42361	0.733
42360	0.7362
42359	0.72985
42356	0.72666
42355	0.7266
42354	0.7283
42353	0.7252
42352	0.726
42349	0.7224
42348	0.7235
42347	0.7251
42346	0.7271
42345	0.7177
42342	0.7201
42341	0.7122
42340	0.7059
42339	0.7036
42338	0.7048
42335	0.7029
42334	0.7028
42333	0.70175
42332	0.7062
42331	0.7025
42328	0.701
42327	0.6998
42326	0.7009
42325	0.7017
42324	0.7058
42321	0.70705
42320	0.7064
42319	0.706
42318	0.7084
42317	0.7141
42314	0.71765
42313	0.7126
42312	0.7094
42311	0.71315
42310	0.7132
42307	0.7182
42306	0.7167
42305	0.7248
42304	0.7214
42303	0.7184
42300	0.71955
42299	0.7314
42298	0.7349
42297	0.7352
42296	0.7317
42293	0.7356
42292	0.7397
42291	0.7418
42290	0.748
42289	0.7401
42286	0.7407
42285	0.7366
42284	0.7358
42283	0.7399
42282	0.7402
