39084	0.038570
39085	0.038600
39086	0.038650
39087	0.038640
39090	0.038740
39091	0.038780
39092	0.038850
39093	0.039040
39094	0.038760
39097	0.038800
39098	0.038830
39099	0.038830
39100	0.038880
39101	0.038880
39104	0.038930
39105	0.038960
39106	0.039060
39107	0.039140
39108	0.039160
39111	0.039200
39112	0.039210
39113	0.039220
39114	0.039230
39115	0.039240
39118	0.039080
39119	0.039130
39120	0.039200
39121	0.039310
39122	0.039410
39125	0.039370
39126	0.039450
39127	0.039450
39128	0.039460
39129	0.039470
39132	0.039530
39133	0.039570
39134	0.039610
39135	0.039710
39136	0.039730
39139	0.039720
39140	0.039730
39141	0.039470
39142	0.039600
39143	0.039540
39146	0.039230
39147	0.039520
39148	0.039600
39149	0.039660
39150	0.039860
39153	0.040030
39154	0.040010
39155	0.039920
39156	0.040030
39157	0.040040
39160	0.040090
39161	0.040140
39162	0.040100
39163	0.040130
39164	0.040140
39167	0.040230
39168	0.040250
39169	0.040280
39170	0.040360
39171	0.040430
39174	0.040480
39175	0.040580
39176	0.040690
39177	0.040710
39182	0.040780
39183	0.040840
39184	0.040950
39185	0.040970
39188	0.041010
39189	0.041030
39190	0.041020
39191	0.041070
39192	0.041080
39195	0.041120
39196	0.041120
39197	0.041150
39198	0.041230
39199	0.041320
39202	0.041350
39204	0.041430
39205	0.041530
39206	0.041540
39209	0.041590
39210	0.041570
39211	0.041610
39212	0.041660
39213	0.041600
39216	0.041720
39217	0.041800
39218	0.041920
39219	0.042100
39220	0.042130
39223	0.042140
39224	0.042180
39225	0.042280
39226	0.042280
39227	0.042330
39230	0.042400
39231	0.042440
39232	0.042450
39233	0.042550
39234	0.042580
39237	0.042590
39238	0.042600
39239	0.042640
39240	0.042710
39241	0.042690
39244	0.042700
39245	0.042710
39246	0.042840
39247	0.042830
39248	0.042840
39251	0.042840
39252	0.042880
39253	0.042810
39254	0.043010
39255	0.042980
39258	0.042940
39259	0.042950
39260	0.043000
39261	0.043130
39262	0.043150
39265	0.043160
39266	0.043210
39267	0.043260
39268	0.043370
39269	0.043470
39272	0.043480
39273	0.043500
39274	0.043450
39275	0.043560
39276	0.043640
39279	0.043670
39280	0.043660
39281	0.043660
39282	0.043750
39283	0.043770
39286	0.043690
39287	0.043770
39288	0.043760
39289	0.043840
39290	0.043730
39293	0.043660
39294	0.043820
39295	0.043710
39296	0.043940
39297	0.044070
39300	0.044110
39301	0.044310
39302	0.044440
39303	0.044770
39304	0.045160
39307	0.045650
39308	0.045710
39309	0.045740
39310	0.046130
39311	0.046530
39314	0.046670
39315	0.046700
39316	0.046930
39317	0.047470
39318	0.047570
39321	0.047450
39322	0.047220
39323	0.047270
39324	0.047380
39325	0.047640
39328	0.047650
39329	0.047770
39330	0.047930
39331	0.047740
39332	0.047630
39335	0.047530
39336	0.047600
39337	0.047620
39338	0.047550
39339	0.047340
39342	0.047300
39343	0.047340
39344	0.047300
39345	0.047220
39346	0.047200
39349	0.047360
39350	0.047460
39351	0.047500
39352	0.047640
39353	0.047590
39356	0.047530
39357	0.047530
39358	0.047490
39359	0.047360
39360	0.047250
39363	0.047230
39364	0.047160
39365	0.047040
39366	0.046930
39367	0.046530
39370	0.046560
39371	0.046510
39372	0.046550
39373	0.046520
39374	0.046340
39377	0.046090
39378	0.046080
39379	0.045980
39380	0.045900
39381	0.045900
39384	0.045980
39385	0.046060
39386	0.046060
39387	0.046180
39388	0.046060
39391	0.046010
39392	0.046000
39393	0.045970
39394	0.045830
39395	0.045800
39398	0.045720
39399	0.045730
39400	0.045790
39401	0.045860
39402	0.045920
39405	0.046140
39406	0.046170
39407	0.046310
39408	0.046540
39409	0.046690
39412	0.046860
39413	0.046930
39414	0.047150
39415	0.047370
39416	0.047510
39419	0.047750
39420	0.047950
39421	0.048010
39422	0.048000
39423	0.048390
39426	0.048600
39427	0.048810
39428	0.049060
39429	0.048980
39430	0.049100
39433	0.049170
39434	0.048370
39435	0.048170
39436	0.047920
39437	0.047810
39440	0.047750
39443	0.047680
39444	0.047090
39447	0.047070
39449	0.047030
39450	0.046780
39451	0.046610
39454	0.046500
39455	0.046450
39456	0.046410
39457	0.046370
39458	0.046270
39461	0.045870
39462	0.045690
39463	0.045170
39464	0.044540
39465	0.044240
39468	0.043900
39469	0.043270
39470	0.042930
39471	0.043070
39472	0.043950
39475	0.043780
39476	0.043950
39477	0.043890
39478	0.043630
39479	0.043560
39482	0.043640
39483	0.043710
39484	0.043480
39485	0.043480
39486	0.042960
39489	0.043110
39490	0.043120
39491	0.043320
39492	0.043350
39493	0.043500
39496	0.043550
39497	0.043570
39498	0.043710
39499	0.043760
39500	0.043710
39503	0.043820
39504	0.043890
39505	0.043900
39506	0.043890
39507	0.043830
39510	0.043790
39511	0.043950
39512	0.044060
39513	0.044370
39514	0.044940
39517	0.045540
39518	0.045730
39519	0.045880
39520	0.045940
39521	0.046100
39524	0.046390
39525	0.046500
39526	0.046610
39527	0.046750
39532	0.047050
39533	0.047180
39534	0.047310
39535	0.047330
39538	0.047250
39539	0.047320
39540	0.047370
39541	0.047440
39542	0.047450
39545	0.047470
39546	0.047470
39547	0.047470
39548	0.047470
39549	0.047510
39552	0.047570
39553	0.047670
39554	0.047760
39555	0.047930
39556	0.047980
39559	0.048170
39560	0.048360
39561	0.048650
39562	0.048650
39563	0.048810
39566	0.048810
39567	0.048830
39568	0.048820
39570	0.048780
39573	0.048790
39574	0.048800
39575	0.048790
39576	0.048770
39577	0.048720
39580	0.048770
39581	0.048790
39582	0.048920
39583	0.048990
39584	0.049000
39587	0.048960
39588	0.048980
39589	0.049030
39590	0.049060
39591	0.049150
39594	0.049220
39595	0.049220
39596	0.049220
39597	0.049230
39598	0.049280
39601	0.049280
39602	0.049280
39603	0.049340
39604	0.049380
39605	0.051130
39608	0.051200
39609	0.051240
39610	0.051200
39611	0.051290
39612	0.051320
